,Citation Number,Date Issued,Time Issued,Location ,District,Cited Person Age,Cited Person Sex,Cited Person Race,Offense Code,Offense Description,Officer Age,Officer Sex,Officer Race,Quarter,Year
162,C2087,2016-02-01,15:30:00,S COLLEGE MALL RD & E COVENANTER DR,LB310,21,F,W,9-21-8-31,"FAILURE TO YIELD, THRU HIGHWAY",34,M,W,1,2016
163,C2154,2016-02-15,21:22:00,E NORTH DR & S WALNUT ST,LB421,36,F,W,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,1,2016
164,C2203,2016-02-22,16:45:00,W RCA PARK DR & S HARMONY PL,LB420,42,F,W,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,1,2016
165,C2256,2016-02-28,16:30:00,S ROGERS ST & W WYLIE ST,LB409,21,M,W,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,1,2016
166,C2273,2016-02-29,17:05:00,3RD AND WASHINGTON PARKING LOT,LB104,24,F,W,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,1,2016
167,C2284,2016-03-02,21:05:00,S COLLEGE MALL RD & E 3RD ST,LB305,33,M,W,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,1,2016
168,C2286,2016-03-02,15:15:00,S GRANT ST & E 3RD ST,LB104,24,M,A,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,1,2016
169,C2293,2016-03-03,16:30:00,N WALNUT ST & E 14TH ST,LB213,22,M,W,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,1,2016
170,C2301,2016-03-04,18:50:00,S WALNUT ST & E SOUTH DR,LB422,46,F,U,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,1,2016
171,C2373,2016-03-17,18:00:00,S WOODSCREST DR & E 3RD ST,LB222,50,M,W,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,1,2016
172,C2451,2016-03-25,14:05:00,S WALNUT ST & E HILLSIDE DR,LB421,50,F,W,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,1,2016
173,C2460,2016-03-27,16:20:00,S BALLANTINE RD & E ATWATER AVE,LIU14,25,M,W,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,1,2016
174,C1953,2016-01-09,10:48:00,N COLLEGE AVE & W 10TH ST,LB101,30,M,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,38,M,W,1,2016
175,C2287,2016-03-02,21:55:00,S WALNUT ST & E GRIMES LN,LB411,50,F,W,9-24-19-1,DRIVING WHILE SUSPENDED,37,M,W,1,2016
176,C1936,2016-01-06,08:52:00,S WALNUT ST & E WYLIE ST,LB410,32,M,W,9-18-2-27,FALSE REGISTRATION,36,M,W,1,2016
177,C2075,2016-01-30,00:01:00,105 N OVERHILL DR,LB222,20,M,W,14.09.030,NOISE VIOLATION,28,M,W,1,2016
178,C2294,2016-03-04,00:21:00,E 10TH ST & N INDIANA AVE,LB102,19,M,W,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,29,M,Unknown,1,2016
179,C2359,2016-03-13,22:36:00,660 E 1ST ST,LB302,21,M,W,14.09.030,NOISE VIOLATION,29,M,Unknown,1,2016
180,C2001,2016-01-19,23:10:00,S COLLEGE MALL RD & E 2ND ST,LB305,24,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,28,M,W,1,2016
181,C2076,2016-01-30,14:40:00,350 S LIBERTY DR,LB403,44,F,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,35,M,W,1,2016
182,C2106,2016-02-04,16:47:00,N COLLEGE AVE & W STATE ROAD 45 46 BYPASS,LB511,22,M,W,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,1,2016
183,C2467,2016-03-29,17:35:00,S WOODLAWN AVE & E 2ND ST,LB302,51,F,U,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,35,M,W,1,2016
184,C2257,2016-02-27,18:56:00,422 E KIRKWOOD AVE; WHICH WICH SUPERIOR SANDWICHES; STE 401,LB104,21,M,W,14.09.030,NOISE VIOLATION,30,M,W,1,2016
185,C2018,2016-01-22,04:32:00,W 11TH ST & N ROGERS ST,LB519,19,F,B,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,B,1,2016
186,C1954,2016-01-09,22:22:00,N JACKSON ST & W 17TH ST,LB518,29,F,W,9-25-4-1,NO FINANCIAL RESPONSIBILITY,30,M,B,1,2016
187,C1973,2016-01-13,00:05:00,701 N COLLEGE AVE; APT 504,LB519,20,M,W,14.09.030,NOISE VIOLATION,30,M,B,1,2016
188,C1974,2016-01-13,00:05:00,701 N COLLEGE AVE; APT 504,LB519,20,M,W,14.09.030,NOISE VIOLATION,30,M,B,1,2016
189,C1976,2016-01-13,23:45:00,N MADISON ST & W 17TH ST,LB519,24,M,W,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,30,M,B,1,2016
190,C1977,2016-01-13,23:36:00,567 W HOOSIER COURT AVE,LB513,20,M,B,14.09.030,NOISE VIOLATION,30,M,B,1,2016
191,C2077,2016-01-30,22:52:00,N MONROE ST & W 17TH ST,LB517,49,F,W,9-21-8-32,DISREGARDING STOP SIGN,30,M,B,1,2016
192,C2217,2016-02-22,22:12:00,W VERNAL PIKE & N STATE ROAD 37 45,LB516,36,M,B,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,B,1,2016
193,C2239,2016-02-24,23:51:00,S LIBERTY DR & W CONSTITUTION AVE,LB416,26,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,B,1,2016
194,C2363,2016-03-14,03:01:00,W 3RD ST & S GATES DR,LB403,16,M,W,9-24-7-4,LEARNERS PERMIT,30,M,B,1,2016
195,C2433,2016-03-22,02:18:00,300 S CURRY PIKE,LB403,58,F,W,9-18-2-7,EXPIRED LICENSE PLATES,30,M,B,1,2016
196,C2218,2016-02-23,11:54:00,S HENDERSON ST & E NORTH DR,LB315,57,F,W,9-18-2-7,EXPIRED LICENSE PLATES,44,M,W,1,2016
197,C2219,2016-02-23,08:07:00,N MONROE ST & W 16TH ST,LB517,33,M,L,9-24-19-1,DRIVING WHILE SUSPENDED,44,M,W,1,2016
198,C2452,2016-03-26,09:18:00,1327 N WASHINGTON ST,LB212,19,M,W,14.09.030,NOISE VIOLATION,44,M,W,1,2016
199,C2455,2016-03-26,09:18:00,1327 N WASHINGTON ST,LB212,19,M,W,14.09.030,NOISE VIOLATION,44,M,W,1,2016
200,C1952,2016-01-09,09:15:00,S MULLER PKWY & W 3RD ST,LB522,55,F,U,9-18-2-29,VEHICLES REQUIRING REGISTRATIO,39,F,W,1,2016
201,C2017,2016-01-21,09:45:00,S ALLENDALE DR & E WINSLOW RD,LB325,33,M,U,9-19-11-2,CHILD RESTRAINT UNDER 3 YEARS,39,F,W,1,2016
202,C2116,2016-02-06,10:45:00,935 S COPPER BEECH WAY,LB415,21,M,U,9-26-1-1,LEAVING THE SCENE OF AN ACCIDENT,39,F,W,1,2016
203,C2238,2016-02-24,11:30:00,W 1ST ST & S FAIRVIEW ST,LB409,40,M,W,9-18-2-7,EXPIRED LICENSE PLATES,39,F,W,1,2016
204,C2244,2016-02-25,13:15:00,S HIGH ST & E 3RD ST,LB222,29,M,W,9-21-5-2(1),EXCEEDING URBAN SPEED LIMIT,39,F,W,1,2016
205,C2364,2016-03-12,10:20:00,W 3RD ST & S JOHNSON AVE,LB404,35,F,W,9-21-5-2,SPEED MAXIMUM,39,F,W,1,2016
206,C2369,2016-03-15,06:05:00,S HIGH ST & E 3RD ST,LB222,60,M,W,9-21-5-2,SPEED MAXIMUM,39,F,W,1,2016
207,C2472,2016-04-01,00:00:00,Unknown,Unknown,27,M,B,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,35,M,W,2,2016
208,C2489,2016-04-01,18:03:00,S WASHINGTON ST & E 3RD ST,LB104,25,M,W,9-21-8-23,UNSAFE START,29,F,W,2,2016
209,C2484,2016-04-01,23:29:00,309 N WALNUT ST; TACO BELL NORTH,LB101,26,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,B,2,2016
210,C2490,2016-04-03,22:54:00,2000 S STATE ROAD 37,LB416,25,M,U,9-21-5-2,SPEED MAXIMUM,27,M,W,2,2016
211,C3046,2016-04-06,16:37:00,W 2ND ST & S PATTERSON DR,LB406,27,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,2,2016
212,C3046,2016-04-06,16:37:00,W 2ND ST & S PATTERSON DR,LB406,27,M,W,9-18-2-27,FALSE REGISTRATION,26,M,W,2,2016
213,C3046,2016-04-06,16:37:00,W 2ND ST & S PATTERSON DR,LB406,27,M,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,26,M,W,2,2016
214,C2510,2016-04-07,23:05:00,S WEIMER RD & W TAPP RD,LB431,36,M,B,9-21-5-2(1),EXCEEDING URBAN SPEED LIMIT,37,M,W,2,2016
215,C2508,2016-04-07,23:30:00,E NORTH DR & S WALNUT ST,LB421,40,M,W,9-18-2-7,EXPIRED LICENSE PLATES,37,M,W,2,2016
216,C2507,2016-04-07,12:35:00,E 3RD ST & S CLARK ST,LB222,20,M,A,9-18-2-7,EXPIRED LICENSE PLATES,39,F,W,2,2016
217,C2519,2016-04-08,19:28:00,S GRANT ST & E 4TH ST,LB104,22,M,S,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,2,2016
218,C2520,2016-04-08,19:28:00,S GRANT ST & E 4TH ST,LB104,22,M,S,9-25-4-1,NO FINANCIAL RESPONSIBILITY,26,M,W,2,2016
219,C2511,2016-04-08,00:40:00,1311 N WASHINGTON ST,LB212,21,M,W,14.09.030,NOISE VIOLATION,26,M,W,2,2016
220,C2529,2016-04-08,07:53:00,1005 N ROGERS ST; APT B3,LB518,36,F,W,14.09.030,NOISE VIOLATION,51,F,W,2,2016
221,C2527,2016-04-08,23:50:00,117 S UNION ST,LB222,Unknown,F,W,14.09.030,NOISE VIOLATION,31,M,W,2,2016
222,C2518,2016-04-08,22:29:00,W TAPP RD & S STATE ROAD 37,LMS22,46,M,W,9-19-6-3,NO OR IMPROPER HEADLIGHTS,35,M,W,2,2016
223,C2522,2016-04-08,15:20:00,CURRY & JONATHAN DR,LMN09,46,M,W,9-18-2-7,EXPIRED LICENSE PLATES,29,F,W,2,2016
224,C2513,2016-04-08,07:55:00,S CURRY PIKE & W 3RD ST,LB402,24,F,U,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,38,M,W,2,2016
225,C2521,2016-04-08,18:50:00,Unknown,Unknown,71,M,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,32,M,A,2,2016
226,C2523,2016-04-08,23:22:00,S WALNUT ST & E SOUTH DR,LB422,59,F,W,9-18-2-29,VEHICLES REQUIRING REGISTRATIO,37,M,W,2,2016
227,C2514,2016-04-08,23:36:00,W BROADWAY AVE & S CURRY PIKE,LMN09,34,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,B,2,2016
228,C2509,2016-04-08,01:35:00,W 3RD ST & S GATES DR,LB403,62,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,B,2,2016
229,C2517,2016-04-09,23:13:00,2701 E 3RD ST; CVS PHARMACY EAST 3RD ST,LB221,21,F,U,9-18-2-7,EXPIRED LICENSE PLATES,26,M,W,2,2016
230,C2524,2016-04-09,16:18:00,W STATE ROAD 45 46 BYPASS & N KINSER PIKE,LB511,29,M,U,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,26,M,W,2,2016
231,C2515,2016-04-09,08:40:00,800 S SMITH RD,LB309,43,M,L,9-24-18-1,DRIVING WITHOUT A LICENSE,57,M,W,2,2016
232,C2525,2016-04-09,23:03:00,S BANTA AVE & W COUNTRY CLUB DR,LB423,24,M,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,35,M,W,2,2016
233,C2526,2016-04-09,23:03:00,S BANTA AVE & W COUNTRY CLUB DR,LB423,24,M,W,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,2,2016
234,C2528,2016-04-09,23:33:00,2036 N WALNUT ST; APT C13,LB212,25,M,B,14.09.030,NOISE VIOLATION,28,M,W,2,2016
235,C2516,2016-04-09,17:20:00,N WOODBURN AVE & W 17TH ST,LB519,64,F,U,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,2,2016
236,C2530,2016-04-11,09:36:00,S ROGERS ST & W PATTERSON DR,LB412,51,F,U,9-24-19-1,DRIVING WHILE SUSPENDED,42,M,W,2,2016
237,C2530,2016-04-11,09:36:00,S ROGERS ST & W PATTERSON DR,LB412,51,F,U,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,42,M,W,2,2016
238,C2536,2016-04-11,22:19:00,S PLEASANT RIDGE RD & E 3RD ST,LB306,60,M,W,9-18-2-7,EXPIRED LICENSE PLATES,28,M,W,2,2016
239,C2535,2016-04-11,22:00:00,S MADISON ST & W KIRKWOOD AVE,LB101,22,M,W,9-18-2-7,EXPIRED LICENSE PLATES,28,M,W,2,2016
240,C2542,2016-04-12,08:14:00,S HIGH ST & E 2ND ST,LB303,33,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,56,M,W,2,2016
241,C2543,2016-04-12,22:08:00,E MILLER DR & S WALNUT ST,LB421,34,F,W,9-18-2-27,FALSE REGISTRATION,35,F,W,2,2016
242,C2547,2016-04-13,15:08:00,W STATE ROAD 45 46 BYPASS & N MONROE ST,LB510,18,M,W,9-18-2-7,EXPIRED LICENSE PLATES,27,M,W,2,2016
243,C2554,2016-04-14,23:02:00,106 S BRYAN AVE,LB222,23,F,W,14.09.030,NOISE VIOLATION,25,M,W,2,2016
244,C2597,2016-04-14,18:20:00,N WALNUT ST & E GLENDORA DR,LB511,58,M,U,9-21-8-2,LEFT OF CENTER,31,M,W,2,2016
245,C2551,2016-04-14,14:47:00,S WALNUT ST & E WINSLOW RD,LB422,75,F,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,36,M,W,2,2016
246,C2553,2016-04-15,00:52:00,2900 W ALDER CT,LB415,23,F,B,14.09.030,NOISE VIOLATION,25,M,W,2,2016
247,C2552,2016-04-15,00:00:00,810 N WASHINGTON ST,LB213,21,M,W,14.09.030,NOISE VIOLATION,25,M,W,2,2016
248,C2565,2016-04-16,00:30:00,516 E 1ST ST,LB301,20,M,W,14.09.030,NOISE VIOLATION,31,M,W,2,2016
249,C2571,2016-04-16,22:30:00,801 W 11TH ST,LB518,31,F,U,14.09.030,NOISE VIOLATION,35,M,W,2,2016
250,C2570,2016-04-16,18:04:00,S SWAIN AVE & E ATWATER AVE,LB303,19,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,29,F,W,2,2016
251,C2563,2016-04-16,00:58:00,526 E UNIVERSITY ST,LB301,25,F,W,14.09.030,NOISE VIOLATION,34,M,W,2,2016
252,C2580,2016-04-17,22:37:00,1801 E HILLSIDE DR,LB312,26,M,W,14.09.030,NOISE VIOLATION,29,F,W,2,2016
253,C2572,2016-04-17,01:55:00,413 S HIGHLAND AVE,LB303,23,M,W,14.09.030,NOISE VIOLATION,28,M,W,2,2016
254,C2582,2016-04-17,18:45:00,N MADISON ST & W 17TH ST,LB519,27,F,W,9-24-19-1,DRIVING WHILE SUSPENDED,36,M,W,2,2016
255,C2577,2016-04-18,12:47:00,S PATTERSON DR & W 3RD ST,LB406,24,F,U,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,2,2016
256,C2578,2016-04-18,12:47:00,S PATTERSON DR & W 3RD ST,LB406,24,F,U,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,35,M,W,2,2016
257,C2579,2016-04-18,12:47:00,S PATTERSON DR & W 3RD ST,LB406,24,F,U,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,35,M,W,2,2016
258,C2581,2016-04-19,08:30:00,S ROGERS ST & W 2ND ST,LB409,51,M,U,9-24-19-1,DRIVING WHILE SUSPENDED,42,M,W,2,2016
259,C2666,2016-04-19,16:37:00,N WALNUT ST & W 15TH ST,LB213,19,M,U,9-24-19-1,DRIVING WHILE SUSPENDED,24,M,B,2,2016
260,C2583,2016-04-20,02:07:00,1412 W ILLINOIS CT,LB517,37,M,B,14.09.030,NOISE VIOLATION,28,M,W,2,2016
261,C2598,2016-04-21,13:30:00,E 3RD ST & S PETE ELLIS DR,LB305,24,M,W,9-25-4-1,NO FINANCIAL RESPONSIBILITY,33,M,W,2,2016
262,C2599,2016-04-21,15:03:00,N WALNUT ST & E 17TH ST,LB213,30,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,35,M,W,2,2016
263,C2622,2016-04-22,22:15:00,600 E 1ST ST,LB302,23,M,W,14.09.030,NOISE VIOLATION,31,M,W,2,2016
264,C2624,2016-04-22,22:12:00,600 E 1ST ST,LB302,23,M,W,14.09.030,NOISE VIOLATION,31,M,W,2,2016
265,C2600,2016-04-22,07:33:00,W 3RD ST & S KIMBLE DR,LB404,25,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,38,M,W,2,2016
266,C2600,2016-04-22,07:33:00,W 3RD ST & S KIMBLE DR,LB404,25,M,W,9-18-2-7,EXPIRED LICENSE PLATES,38,M,W,2,2016
267,C2649,2016-04-22,18:15:00,N WALNUT ST & E 9TH ST,LB102,21,M,W,9-21-8-43,OBSTRUCTION OF DRIVER'S VIEW,32,M,A,2,2016
268,C2601,2016-04-22,01:30:00,405 E 17TH ST; B14,LB212,22,M,A,14.09.030,NOISE VIOLATION,34,M,W,2,2016
269,C2641,2016-04-23,12:48:00,422 E KIRKWOOD AVE; WHICH WICH SUPERIOR SANDWICHES,LB104,41,M,W,14.36.090,CONSUMPTION OF ALCOHOL IN PUBLIC,36,M,W,2,2016
270,C2620,2016-04-23,18:15:00,N WOODBURN AVE & W 15TH ST,LB519,40,M,W,9-24-8-3,MOTORCYCLE LEARNERS PERMIT,36,M,W,2,2016
271,C2621,2016-04-24,00:28:00,Unknown,Unknown,24,F,W,9-21-8-9,WRONG WAY ON ONE WAY,49,F,W,2,2016
272,C2643,2016-04-24,01:05:00,2036 N WALNUT ST,LB212,29,M,B,14.09.030,NOISE VIOLATION,28,M,W,2,2016
273,C2623,2016-04-24,02:25:00,407 N DUNN ST,LB102,23,M,W,14.09.030,NOISE VIOLATION,28,M,W,2,2016
274,C2619,2016-04-24,19:27:00,E 3RD ST & S PETE ELLIS DR,LB305,34,M,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,34,M,W,2,2016
275,C2642,2016-04-24,12:40:00,345 S COLLEGE AVE,LB103,22,M,B,14.09.030,NOISE VIOLATION,34,M,W,2,2016
276,C2644,2016-04-24,01:55:00,3669 E LONGVIEW AVE,LB220,21,M,W,14.09.030,NOISE VIOLATION,34,M,W,2,2016
277,C2638,2016-04-25,23:50:00,W 3RD ST & S LANDMARK AVE,LB522,49,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,B,2,2016
278,C2654,2016-04-28,14:00:00,Unknown,Unknown,40,M,W,14.36.090,CONSUMPTION OF ALCOHOL IN PUBLIC,31,M,W,2,2016
279,C2655,2016-04-28,14:00:00,Unknown,Unknown,35,M,W,14.36.090,CONSUMPTION OF ALCOHOL IN PUBLIC,31,M,W,2,2016
280,C2657,2016-04-29,19:30:00,101 W 2ND ST; SEMINARY PARK,LB410,59,M,B,14.36.090,CONSUMPTION OF ALCOHOL IN PUBLIC,31,M,W,2,2016
281,C2658,2016-04-29,19:30:00,101 W 2ND ST; SEMINARY PARK,LB410,66,M,W,14.36.090,CONSUMPTION OF ALCOHOL IN PUBLIC,31,M,W,2,2016
282,C2656,2016-04-29,22:10:00,408 S GRANT ST,LB104,21,M,W,14.09.030,NOISE VIOLATION,28,M,W,2,2016
283,C2354,2016-04-30,08:32:00,N INDIANA AVE & E 12TH ST,LB214,28,M,U,9-21-5-2,SPEED MAXIMUM,51,F,W,2,2016
284,C2354,2016-04-30,08:32:00,N INDIANA AVE & E 12TH ST,LB214,28,M,U,9-24-1-1,"LICENSES, CLASSES OF",51,F,W,2,2016
285,C2354,2016-04-30,08:32:00,N INDIANA AVE & E 12TH ST,LB214,28,M,U,9-24-19-1,DRIVING WHILE SUSPENDED,51,F,W,2,2016
286,C2665,2016-04-30,16:40:00,W 3RD ST & S LIBERTY DR,LB403,52,F,A,9-18-2-7,EXPIRED LICENSE PLATES,25,M,W,2,2016
287,C2663,2016-04-30,16:18:00,S ROCKPORT RD & W TAPP RD,LB432,20,M,U,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,35,F,W,2,2016
288,C2700,2016-05-01,00:56:00,213 S CLARK ST,LB222,25,M,W,14.09.030,NOISE VIOLATION,25,M,W,2,2016
289,C2702,2016-05-01,00:48:00,127 N JEFFERSON ST,LB222,24,M,W,14.09.030,NOISE VIOLATION,25,M,W,2,2016
290,C2667,2016-05-01,18:21:00,417 S HIGH ST,LB304,20,F,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,31,M,W,2,2016
291,C2668,2016-05-01,18:21:00,417 S HIGH ST,LB304,20,F,W,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,W,2,2016
292,C2701,2016-05-01,01:14:00,318 N JEFFERSON ST,LB222,21,M,W,14.09.030,NOISE VIOLATION,28,M,W,2,2016
293,C2661,2016-05-02,20:36:00,S WALNUT ST & E WINSLOW RD,LB422,19,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,38,M,W,2,2016
294,C2662,2016-05-02,14:20:00,2444 S WINSLOW CT,LB326,20,F,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,38,M,W,2,2016
295,C2660,2016-05-02,23:06:00,W STATE ROAD 45 46 BYPASS & N STATE ROAD 37 RAMP,LB509,26,M,W,9-18-2-27,FALSE REGISTRATION,36,M,W,2,2016
296,C2664,2016-05-02,00:12:00,S JORDAN AVE & E ATWATER AVE,LB303,24,F,A,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,30,M,W,2,2016
297,C2707,2016-05-03,22:38:00,S WALNUT ST & E ALLEN ST,LB411,20,M,U,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,W,2,2016
298,C2707,2016-05-03,22:38:00,S WALNUT ST & E ALLEN ST,LB411,20,M,U,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,31,M,W,2,2016
299,C2698,2016-05-04,14:45:00,E 7TH ST & N STATE ROAD 46,LB222,22,F,W,9-18-2-7,EXPIRED LICENSE PLATES,34,M,W,2,2016
300,C2708,2016-05-05,23:51:00,S COLLEGE MALL RD & E 2ND ST,LB305,21,M,W,9-24-7-4,LEARNERS PERMIT,31,M,W,2,2016
301,C2709,2016-05-05,22:16:00,W TAPP RD & S LEONARD SPRINGS RD,LB428,24,M,W,9-19-6-3,NO OR IMPROPER HEADLIGHTS,35,M,W,2,2016
302,C2709,2016-05-05,22:16:00,W TAPP RD & S LEONARD SPRINGS RD,LB428,24,M,W,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,2,2016
303,C2704,2016-05-06,00:04:00,315 E 7TH ST; BRUMMETT HOUSE,LB102,23,M,W,14.09.030,NOISE VIOLATION,26,M,W,2,2016
304,C2719,2016-05-06,07:01:00,E MILLER DR & S WALNUT ST,LB421,52,F,B,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,31,M,W,2,2016
305,C2712,2016-05-06,08:20:00,E NORTH DR & S WALNUT ST,LB421,41,M,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,31,M,W,2,2016
306,C2713,2016-05-06,08:12:00,S HENDERSON ST & E WYLIE FARM RD,LB327,32,M,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,31,M,W,2,2016
307,C2714,2016-05-06,08:06:00,S WALNUT STREET PIKE & E WINSLOW RD,LB327,68,F,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,31,M,W,2,2016
308,C2715,2016-05-06,07:56:00,S HENDERSON ST & E HILLSIDE DR,LB314,60,M,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,31,M,W,2,2016
309,C2716,2016-05-06,07:22:00,E NORTH DR & S WALNUT ST,LB421,46,F,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,31,M,W,2,2016
310,C2720,2016-05-06,06:59:00,E MILLER DR & S WALNUT ST,LB421,51,M,W,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,31,M,W,2,2016
311,C2718,2016-05-06,07:14:00,E MILLER DR & S WALNUT ST,LB421,44,M,U,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,31,M,W,2,2016
312,C2711,2016-05-06,02:04:00,W TAPP RD & S STATE ROAD 37,LMS22,22,M,W,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,35,M,W,2,2016
313,C2699,2016-05-06,08:05:00,HIGH & MEADOWBLUFF,LB324,35,F,W,9-18-2-7,EXPIRED LICENSE PLATES,27,M,W,2,2016
314,C2697,2016-05-06,12:40:00,W 3RD ST & S CORY LN,LB522,61,M,U,9-24-19-1,DRIVING WHILE SUSPENDED,44,M,W,2,2016
315,C2696,2016-05-07,16:15:00,E HILLSIDE DR & S WOODLAWN AVE,LB316,25,M,B,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,2,2016
316,C2695,2016-05-07,01:56:00,S HIGH ST & E ATWATER AVE,LB303,24,M,A,9-21-8-33,"FAILURE TO YIELD, PEDESTRIAN",31,M,W,2,2016
317,C2695,2016-05-07,01:56:00,S HIGH ST & E ATWATER AVE,LB303,24,M,A,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,W,2,2016
318,C2695,2016-05-07,01:56:00,S HIGH ST & E ATWATER AVE,LB303,24,M,A,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,31,M,W,2,2016
319,C2722,2016-05-07,18:38:00,GRAHAM & FORD,LB423,20,M,U,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,35,F,W,2,2016
320,C2728,2016-05-07,04:20:00,545 S PATTERSON DR; APT 1104,LB406,24,M,W,14.09.030,NOISE VIOLATION,31,M,A,2,2016
321,C2721,2016-05-07,22:52:00,S WALNUT ST & W DODDS ST,LB411,22,M,A,9-21-5-2(1),EXCEEDING URBAN SPEED LIMIT,28,M,W,2,2016
322,C2703,2016-05-07,00:10:00,416 E COTTAGE GROVE AVE,LB213,23,M,W,14.09.030,NOISE VIOLATION,34,M,W,2,2016
323,C2710,2016-05-08,23:44:00,N WALNUT ST & W 11TH ST,LB213,25,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,W,2,2016
324,C2705,2016-05-08,01:08:00,443 W HOOSIER COURT AVE,LB513,23,M,W,14.09.030,NOISE VIOLATION,28,M,W,2,2016
325,C2730,2016-05-09,17:49:00,W STATE ROAD 45 46 BYPASS & N KINSER PIKE,LB511,33,F,W,9-24-19-1,DRIVING WHILE SUSPENDED,35,F,W,2,2016
326,C2725,2016-05-09,21:15:00,W BLOOMFIELD RD & S OAKDALE DR,LB417,24,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,24,M,B,2,2016
327,C2726,2016-05-09,21:15:00,W BLOOMFIELD RD & S OAKDALE DR,LB417,24,M,W,9-21-8-25,"TURNS, SIGNALING",24,M,B,2,2016
328,C2706,2016-05-09,02:26:00,3130 E GOODNIGHT WAY; APT 9,LB310,22,M,A,14.09.030,NOISE VIOLATION,29,F,W,2,2016
329,C2813,2016-05-10,21:15:00,N COLLEGE AVE & W 9TH ST,LB101,23,M,A,9-18-2-7,EXPIRED LICENSE PLATES,25,M,W,2,2016
330,C2737,2016-05-10,08:10:00,2400 E 2ND ST,LB304,25,M,S,9-24-19-1,DRIVING WHILE SUSPENDED,56,M,W,2,2016
