,Citation Number,Date Issued,Time Issued,Location ,District,Cited Person Age,Cited Person Sex,Cited Person Race,Offense Code,Offense Description,Officer Age,Officer Sex,Officer Race,Quarter,Year
735,C3952,2016-09-13,22:33:00,W TAPP RD & S LEONARD SPRINGS RD,LB428,26,M,W,9-18-2-27,FALSE REGISTRATION,35,M,W,3,2016
736,C3953,2016-09-13,23:18:00,S COLLEGE MALL RD & E 3RD ST,LB305,19,M,U,9-24-19-1,DRIVING WHILE SUSPENDED,30,M,W,3,2016
737,C3954,2016-09-13,15:26:00,N WALNUT GROVE AVE & E 14TH ST,LIU08,62,F,U,9-18-2-7,EXPIRED LICENSE PLATES,29,F,W,3,2016
738,C3955,2016-09-14,09:30:00,N MAPLE ST & W 11TH ST,LB518,54,M,B,9-18-2-27,FALSE REGISTRATION,51,F,W,3,2016
739,C3973,2016-09-15,22:56:00,N LINCOLN ST & E 17TH ST,LB212,27,M,W,9-18-2-7,EXPIRED LICENSE PLATES,36,M,W,3,2016
740,C3511,2016-09-15,02:53:00,W STATE ROAD 45 & S CURRY PIKE,LB427,44,M,U,9-19-6-17,STOP/SIGNAL LAMP REQUIREMENTS,23,M,W,3,2016
741,C3511,2016-09-15,02:53:00,W STATE ROAD 45 & S CURRY PIKE,LB427,44,M,U,9-21-8-21,TURNING AT INTERSECTIONS,23,M,W,3,2016
742,C3990,2016-09-16,22:04:00,S WALNUT ST & E GRIMES LN,LB411,22,M,U,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,31,M,W,3,2016
743,C3949,2016-09-17,02:30:00,625 S WALNUT ST,LB301,25,M,W,14.09.030,NOISE VIOLATION,22,M,L,3,2016
744,C3978,2016-09-17,23:28:00,225 S HILLSDALE DR,LB222,20,F,W,14.09.030,NOISE VIOLATION,23,M,W,3,2016
745,C3957,2016-09-17,21:11:00,S COLLEGE MALL RD & E COVENANTER DR,LB310,36,M,W,9-18-2-7,EXPIRED LICENSE PLATES,32,M,W,3,2016
746,C3957,2016-09-17,21:11:00,S COLLEGE MALL RD & E COVENANTER DR,LB310,36,M,W,9-21-8-2,LEFT OF CENTER,32,M,W,3,2016
747,C3979,2016-09-17,12:11:00,315 S EASTSIDE DR,LB303,19,M,B,14.09.030,NOISE VIOLATION,25,M,W,3,2016
748,C3991,2016-09-18,12:26:00,N INDIANA AVE & E 14TH ST,LB214,20,F,U,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,42,M,W,3,2016
749,C3984,2016-09-18,21:00:00,N WALNUT ST & E 9TH ST,LB102,21,M,W,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,34,M,W,3,2016
750,C3980,2016-09-18,00:05:00,419 N WASHINGTON ST; SHOWERS BRIDWELL HOUSE,LB102,21,M,W,14.09.030,NOISE VIOLATION,30,M,B,3,2016
751,C3981,2016-09-18,00:25:00,409 E 16TH ST,LB213,20,M,W,14.09.030,NOISE VIOLATION,25,M,W,3,2016
752,C3993,2016-09-19,20:27:00,S FRANKLIN RD & W 3RD ST,LB404,46,F,W,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,22,M,L,3,2016
753,C3992,2016-09-19,16:36:00,S COLLEGE MALL RD & E 3RD ST,LB305,19,F,W,9-18-2-7,EXPIRED LICENSE PLATES,22,M,L,3,2016
754,C3985,2016-09-19,23:30:00,S HENDERSON ST & E HILLSIDE DR,LB314,20,M,W,9-18-2-7,EXPIRED LICENSE PLATES,24,M,W,3,2016
755,C3966,2016-09-19,02:07:00,S ROGERS ST & W GRAHAM DR,LB423,28,F,W,9-18-2-27,FALSE REGISTRATION,35,M,W,3,2016
756,C3967,2016-09-19,02:07:00,S ROGERS ST & W GRAHAM DR,LB423,28,F,W,9-19-6-3,NO OR IMPROPER HEADLIGHTS,35,M,W,3,2016
757,C3982,2016-09-20,23:45:00,534 S RONSON ST; APT 4205,LB406,22,M,U,14.09.030,NOISE VIOLATION,31,M,A,3,2016
758,C3983,2016-09-21,23:03:00,105 E 6TH ST; APT A,LB102,19,M,W,14.09.030,NOISE VIOLATION,24,M,W,3,2016
759,C3974,2016-09-22,15:20:00,S WALNUT ST & E KIRKWOOD AVE,LB102,37,M,W,14.00.000,MUNICIPAL ORDINANCE - ALL OTHER,42,M,W,3,2016
760,C3986,2016-09-22,22:59:00,W 11TH ST & N ROGERS ST,LB519,20,F,W,9-21-8-32,DISREGARDING STOP SIGN,36,M,W,3,2016
761,C3994,2016-09-23,22:56:00,N CURRY PIKE & W PROFILE PKWY,LB525,28,M,U,9-19-6-4,IMPROPER TAIL/LICENSE PLATE LI,31,M,W,3,2016
762,C3994,2016-09-23,22:56:00,N CURRY PIKE & W PROFILE PKWY,LB525,28,M,U,9-18-2-29,VEHICLES REQUIRING REGISTRATION,31,M,W,3,2016
763,C3988,2016-09-23,23:22:00,S MORTON ST & W ALLEN ST,LB412,23,F,W,9-18-2-7,EXPIRED LICENSE PLATES,36,M,W,3,2016
764,C3987,2016-09-23,21:18:00,S WALNUT ST & E 2ND ST,LB410,26,M,W,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,41,M,W,3,2016
765,C3976,2016-09-24,10:04:00,W 11TH ST & N MONROE ST,LB517,49,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,38,M,W,3,2016
766,C3989,2016-09-24,01:00:00,N WILLIS DR & W ARLINGTON VALLEY DR,LB513,32,M,W,9-21-8-32,DISREGARDING STOP SIGN,49,F,W,3,2016
767,C3977,2016-09-25,19:04:00,S WALNUT ST & E GRIMES LN,LB411,23,M,U,9-18-2-26,IMPROPER DISPLAY REG PLATE,23,M,W,3,2016
768,C3995,2016-09-26,22:29:00,E MILLER DR & S WALNUT ST,LB421,19,M,W,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,W,3,2016
769,C3996,2016-09-26,22:29:00,E MILLER DR & S WALNUT ST,LB421,19,M,W,9-18-2-7,EXPIRED LICENSE PLATES,31,M,W,3,2016
770,C3998,2016-09-26,23:53:00,S PATTERSON DR & W 3RD ST,LB406,38,F,W,9-24-18-1,DRIVING WITHOUT A LICENSE,35,M,W,3,2016
771,C3997,2016-09-26,22:00:00,S ROGERS ST & W PATTERSON DR,LB412,33,M,W,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,3,2016
772,C4000,2016-09-26,15:23:00,S WALNUT ST & E GRIMES LN,LB411,54,M,W,9-18-2-7,EXPIRED LICENSE PLATES,23,M,W,3,2016
773,C4019,2016-09-27,20:32:00,W TAPP RD & S ADAMS ST,LB424,28,F,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,33,M,W,3,2016
774,C3999,2016-09-27,01:53:00,N LINDBERGH DR & W 12TH ST,LB517,21,M,W,9-30-15-3,OPEN CONTAINERS IN PASSENGER COMPARTMENT,30,M,B,3,2016
775,C4024,2016-09-28,12:04:00,E 3RD ST & S SMITH RD,LB219,19,F,W,9-24-7-4,LEARNERS PERMIT,57,M,W,3,2016
776,C4023,2016-09-29,11:47:00,100 E MILLER DR,LB315,38,F,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,56,M,W,3,2016
777,C4029,2016-09-29,16:21:00,W 2ND ST & S COLLEGE AVE,LB410,27,F,W,9-18-2-7,EXPIRED LICENSE PLATES,24,M,B,3,2016
778,C4030,2016-09-29,22:15:00,S HENDERSON ST & E HILLSIDE DR,LB314,31,M,W,9-18-2-7,EXPIRED LICENSE PLATES,23,M,W,3,2016
779,C4027,2016-09-29,23:50:00,105 E 6TH ST; APT A,LB102,19,M,W,14.09.030,NOISE VIOLATION,42,M,W,3,2016
780,C4031,2016-09-29,16:44:00,S ROGERS ST & W KIRKWOOD AVE,LB101,40,M,W,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,38,M,W,3,2016
781,C4028,2016-09-30,01:51:00,1104 S WASHINGTON ST,LB314,22,F,W,14.09.030,NOISE VIOLATION,24,M,W,3,2016
782,C3895,2016-09-30,13:30:00,W KIRKWOOD AVE & N RITTER ST,LB521,28,M,B,9-21-8-24,"UNSAFE MOVEMENT, LANE TO LANE",29,M,W,3,2016
783,C4025,2016-09-30,01:52:00,1104 S WASHINGTON ST,LB314,33,M,W,14.09.030,NOISE VIOLATION,23,M,W,3,2016
784,C4026,2016-09-30,01:52:00,1104 S WASHINGTON ST,LB314,25,F,W,14.09.030,NOISE VIOLATION,23,M,W,3,2016
785,    C4225,2016-11-12,18:45:00,7407 S STATE ROAD 446; B AND D CAUSEWAY CAMP,LMS01,M,W,16,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,26,M,W,4,2016
786,    C4199,2016-11-03,20:41:00,S INDIANA AVE & E KIRKWOOD AVE,LB102,M,B,34,9-21-8-24,"UNSAFE MOVEMENT, LANE TO LANE",26,M,W,4,2016
787,    C4199,2016-11-03,20:41:00,S INDIANA AVE & E KIRKWOOD AVE,LB102,M,B,34,9-21-8-25,"TURNS, SIGNALING",26,M,W,4,2016
788,    C4270,2016-11-12,11:12:00,N KINSER PIKE & W BROOKDALE DR,LB512,M,U,21,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,57,M,W,4,2016
789,    C4306,2016-12-15,09:15:00,S WALNUT ST & E GRIMES LN,LB411,M,W,31,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,51,F,W,4,2016
790,    C4306,2016-12-15,09:15:00,S WALNUT ST & E GRIMES LN,LB411,M,W,31,9-18-2-7,EXPIRED LICENSE PLATES,51,F,W,4,2016
791,    C4163,2016-10-30,13:50:00,S ROGERS ST & W KIRKWOOD AVE,LB101,M,W,48,9-24-11-8,DRIVERS LICENSE RESTRICTION,51,F,W,4,2016
792,    C4164,2016-10-30,13:50:00,S ROGERS ST & W KIRKWOOD AVE,LB101,M,W,48,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,51,F,W,4,2016
793,    C4165,2016-10-30,13:50:00,S ROGERS ST & W KIRKWOOD AVE,LB101,M,W,48,9-24-19-1,DRIVING WHILE SUSPENDED,51,F,W,4,2016
794,    C4145,2016-10-24,11:37:00,W SUSAN DR & N GATES DR,LB524,F,W,52,9-18-2-7,EXPIRED LICENSE PLATES,51,F,W,4,2016
795,    C4310,2016-12-16,01:22:00,E 10TH ST & N WASHINGTON ST,LB102,M,A,23,9-24-19-1,DRIVING WHILE SUSPENDED,22,M,L,4,2016
796,    C4249,2016-11-19,04:27:00,S WALNUT ST & E 4TH ST,LB103,F,U,61,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,22,M,L,4,2016
797,    C4224,2016-11-13,23:54:00,N WALNUT ST & E 7TH ST,LB102,M,W,35,9-21-8-9,WRONG WAY ON ONE WAY,22,M,L,4,2016
798,    C4140,2016-10-18,23:45:00,321 E UNIVERSITY ST,LB301,M,W,23,14.09.030,NOISE VIOLATION,22,M,L,4,2016
799,    C4075,2016-10-14,04:10:00,S ROGERS ST & W KIRKWOOD AVE,LB101,F,B,22,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,22,M,L,4,2016
800,    C4332,2016-12-27,16:51:00,S WALNUT ST & E VERMILYA AVE,LB421,M,W,47,9-25-4-1,NO FINANCIAL RESPONSIBILITY,25,M,W,4,2016
801,    C4195,2016-11-02,19:50:00,W 10TH ST & N ROGERS ST,LB101,M,B,24,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,25,M,W,4,2016
802,    C4194,2016-11-01,14:40:00,W 10TH ST & N ROGERS ST,LB101,M,W,54,9-21-10-1,PASSENGER 1 PERSON,25,M,W,4,2016
803,    C4280,2016-12-02,23:59:00,N MAPLE ST & W 6TH ST,LB520,M,W,36,9-24-19-1,DRIVING WHILE SUSPENDED,56,M,W,4,2016
804,    C4280,2016-12-02,23:59:00,N MAPLE ST & W 6TH ST,LB520,M,W,36,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,56,M,W,4,2016
805,    C4327,2016-12-23,00:12:00,S WALNUT ST & E 2ND ST,LB410,M,W,50,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,31,M,W,4,2016
806,    C4327,2016-12-23,00:12:00,S WALNUT ST & E 2ND ST,LB410,M,W,50,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,W,4,2016
807,    C4327,2016-12-23,00:12:00,S WALNUT ST & E 2ND ST,LB410,M,W,50,9-18-2-27,FALSE REGISTRATION,31,M,W,4,2016
808,    C4301,2016-12-13,12:01:00,1900 S WALNUT ST; HERALD-TIMES,LB421,M,W,34,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,W,4,2016
809,    C4301,2016-12-13,12:01:00,1900 S WALNUT ST; HERALD-TIMES,LB421,M,W,34,9-21-5-2,SPEED MAXIMUM,31,M,W,4,2016
810,    C4301,2016-12-13,12:01:00,1900 S WALNUT ST; HERALD-TIMES,LB421,M,W,34,9-21-8-32,DISREGARDING STOP SIGN,31,M,W,4,2016
811,    C4291,2016-12-07,22:45:00,S COLLEGE MALL RD & E 3RD ST,LB305,M,U,19,9-24-7-4,LEARNERS PERMIT,31,M,W,4,2016
812,    C4291,2016-12-07,22:45:00,S COLLEGE MALL RD & E 3RD ST,LB305,M,U,19,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,31,M,W,4,2016
813,    C4290,2016-12-07,22:22:00,S WALNUT ST & E SOUTH DR,LB422,M,W,33,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,W,4,2016
814,    C4203,2016-11-07,03:35:00,E 3RD ST & S PARK RIDGE RD,LB219,M,W,20,9-24-8-3,MOTORCYCLE LEARNERS PERMIT,31,M,W,4,2016
815,    C4203,2016-11-07,03:35:00,E 3RD ST & S PARK RIDGE RD,LB219,M,W,20,9-21-5-2,SPEED MAXIMUM,31,M,W,4,2016
816,    C4203,2016-11-07,03:35:00,E 3RD ST & S PARK RIDGE RD,LB219,M,W,20,9-21-8-5,"PASS, SPEED UP, REFUSE GIVE WAY",31,M,W,4,2016
817,    C4203,2016-11-07,03:35:00,E 3RD ST & S PARK RIDGE RD,LB219,M,W,20,9-18-2-29,VEHICLES REQUIRING REGISTRATION,31,M,W,4,2016
818,    C4203,2016-11-07,03:35:00,E 3RD ST & S PARK RIDGE RD,LB219,M,W,20,9-21-8-32,DISREGARDING STOP SIGN,31,M,W,4,2016
819,    C4177,2016-10-29,23:30:00,713 W 17TH ST; HOOSIER LIQUORS,LB518,M,L,46,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,W,4,2016
820,    C4170,2016-10-29,00:10:00,521 S PARK AVE,LB302,M,W,19,14.09.030,NOISE VIOLATION,31,M,W,4,2016
821,    C4171,2016-10-29,00:10:00,521 S PARK AVE,LB302,M,W,20,14.09.030,NOISE VIOLATION,31,M,W,4,2016
822,    C4172,2016-10-29,00:10:00,521 S PARK AVE,LB302,M,W,20,14.09.030,NOISE VIOLATION,31,M,W,4,2016
823,    C3311,2016-12-07,11:03:00,W 3RD ST & S JOHNSON AVE,LB404,F,W,29,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,39,M,W,4,2016
824,    C4289,2016-12-08,11:19:00,S COLLEGE MALL RD & E COVENANTER DR,LB310,F,W,49,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,50,M,W,4,2016
825,    C4197,2016-11-02,07:25:00,3100 S WALNUT STREET PIKE,LB336,F,W,35,9-21-5-2,SPEED MAXIMUM,50,M,W,4,2016
826,    C4269,2016-11-30,00:18:00,108 W 6TH ST; LOFT AT 106; KING DOUGH; APT B,LB101,M,W,19,14.09.030,NOISE VIOLATION,31,M,W,4,2016
827,    C4151,2016-10-28,04:30:00,713 W 12TH ST,LB518,M,B,32,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,W,4,2016
828,    C4159,2016-10-28,00:48:00,315 E UNIVERSITY ST,LB301,M,W,19,14.09.030,NOISE VIOLATION,31,M,W,4,2016
829,    C4093,2016-10-14,00:35:00,632 N COLLEGE AVE,LB519,F,W,21,14.09.030,NOISE VIOLATION,31,M,W,4,2016
830,    C4335,2016-12-28,18:20:00,S COLLEGE MALL RD & E 3RD ST,LB305,M,A,25,9-18-2-7,EXPIRED LICENSE PLATES,24,M,W,4,2016
831,    C4337,2016-12-28,16:45:00,E 10TH ST & N FEE LN,LIU13,F,U,35,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,24,M,W,4,2016
832,    C4336,2016-12-28,15:00:00,N WALNUT ST & E 17TH ST,LB213,F,W,21,9-18-2-7,EXPIRED LICENSE PLATES,24,M,W,4,2016
833,    C4338,2016-12-27,21:15:00,S HENDERSON ST & E ALLEN ST,LB314,M,W,23,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,24,M,W,4,2016
834,    C4298,2016-12-10,19:24:00,S HIGHLAND AVE & E 3RD ST,LIU13,F,B,23,9-24-19-1,DRIVING WHILE SUSPENDED,24,M,W,4,2016
835,    C4293,2016-12-09,22:57:00,S COLLEGE MALL RD & E 2ND ST,LB305,M,W,48,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,W,4,2016
836,    C4293,2016-12-09,22:57:00,S COLLEGE MALL RD & E 2ND ST,LB305,M,W,48,9-24-13-3,POSSESSION REQUIRED,31,M,W,4,2016
837,    C4293,2016-12-09,22:57:00,S COLLEGE MALL RD & E 2ND ST,LB305,M,W,48,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,31,M,W,4,2016
838,    C4256,2016-11-23,14:18:00,S COLLEGE MALL RD & E 3RD ST,LB305,F,W,19,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,W,4,2016
839,    C4304,2016-12-14,01:03:00,S STATE ROAD 37 & W 3RD ST,LB403,M,W,28,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,35,M,W,4,2016
840,    C4271,2016-11-30,01:17:00,W 10TH ST & N ADAMS ST,LB521,F,W,23,9-24-19-1,DRIVING WHILE SUSPENDED,35,M,W,4,2016
841,    C4264,2016-11-28,01:00:00,N STATE ROAD 37 45 & N STATE ROAD 37,LB514,M,W,26,9-24-19-1,DRIVING WHILE SUSPENDED,35,M,W,4,2016
842,    C4265,2016-11-28,01:00:00,N STATE ROAD 37 45 & N STATE ROAD 37,LB514,M,W,26,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,35,M,W,4,2016
843,    C4266,2016-11-28,01:00:00,Unknown,Unknown,M,W,26,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,35,M,W,4,2016
844,    C4259,2016-11-26,00:21:00,E NORTH DR & S WALNUT ST,LB421,F,W,27,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
845,    C4260,2016-11-25,22:34:00,W 3RD ST & S GATES DR,LB403,F,W,44,9-24-19-1,DRIVING WHILE SUSPENDED,35,M,W,4,2016
846,    C4233,2016-11-15,23:26:00,S ROGERS ST & W PATTERSON DR,LB412,M,W,52,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
847,    C4210,2016-11-06,23:16:00,N CURRY PIKE & W PROFILE PKWY,LB525,M,W,25,9-19-6-3,NO OR IMPROPER HEADLIGHTS,35,M,W,4,2016
848,    C4183,2016-11-02,01:07:00,S CURRY PIKE & W BELLE AVE,LMS29,M,W,28,9-24-19-1,DRIVING WHILE SUSPENDED,35,M,W,4,2016
849,    C4184,2016-11-02,01:07:00,S CURRY PIKE & W BELLE AVE,LMS29,M,W,28,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
850,    C4173,2016-11-01,01:33:00,N STATE ROAD 37 & N BOTTOM RD,LMN19,F,U,17,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,35,M,W,4,2016
851,    C4174,2016-11-01,01:33:00,N STATE ROAD 37 & N BOTTOM RD,LMN19,F,U,17,9-24-7-4,LEARNERS PERMIT,35,M,W,4,2016
852,    C4180,2016-10-31,23:51:00,W 3RD ST & S GATES DR,LB403,M,W,51,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
853,    C4178,2016-10-31,23:10:00,S PATTERSON DR & W ALLEN ST,LB412,M,W,40,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,35,M,W,4,2016
854,    C4179,2016-10-31,23:10:00,S PATTERSON DR & W ALLEN ST,LB412,M,W,40,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
855,    C4175,2016-10-31,00:05:00,W STATE ROAD 45 & S STATE ROAD 37,LB416,M,U,20,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,35,M,W,4,2016
856,    C4133,2016-10-23,23:21:00,S WALNUT ST & E HILLSIDE DR,LB421,M,W,23,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
857,    C4134,2016-10-23,23:21:00,S WALNUT ST & E HILLSIDE DR,LB421,M,W,23,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,35,M,W,4,2016
858,    C4135,2016-10-23,23:21:00,S WALNUT ST & E HILLSIDE DR,LB421,M,W,23,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,35,M,W,4,2016
859,    C4129,2016-10-22,22:31:00,N WALNUT ST & E 17TH ST,LB213,F,W,23,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
860,    C4127,2016-10-21,04:11:00,W 2ND ST & S PATTERSON DR,LB406,F,W,56,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
861,    C4127,2016-10-21,04:11:00,W 2ND ST & S PATTERSON DR,LB406,F,W,56,9-24-19-1,DRIVING WHILE SUSPENDED,35,M,W,4,2016
862,    C4100,2016-10-14,23:04:00,W TAPP RD & S LEONARD SPRINGS RD,LB428,M,W,23,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,4,2016
863,    C4098,2016-10-13,23:27:00,S DEBORAH DR & W TAPP RD,LB429,M,U,20,9-24-7-4,LEARNERS PERMIT,35,M,W,4,2016
864,    C4096,2016-10-13,03:35:00,S ROCKPORT RD & W TAPP RD,LB432,F,W,24,9-18-2-27,FALSE REGISTRATION,35,M,W,4,2016
865,    C4272,2016-11-29,16:29:00,W BLOOMFIELD RD,LB417,M,W,24,9-24-19-1,DRIVING WHILE SUSPENDED,38,M,W,4,2016
866,    C4263,2016-11-28,22:58:00,1916 N MAXINE RD,LB510,M,W,27,9-24-1-1,"LICENSES, CLASSES OF",38,M,W,4,2016
867,    C4248,2016-11-21,23:13:00,W 11TH ST & N MONROE ST,LB517,M,W,62,9-19-6-3,NO OR IMPROPER HEADLIGHTS,38,M,W,4,2016
868,    C4132,2016-10-23,21:11:00,S MADISON ST & W 3RD ST,LB103,F,W,27,9-21-8-24,"UNSAFE MOVEMENT, LANE TO LANE",38,M,W,4,2016
869,    C4117,2016-10-19,19:15:00,W 3RD ST & S LANDMARK AVE,LB522,M,W,18,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,38,M,W,4,2016
870,    C4118,2016-10-19,19:15:00,W 3RD ST & S LANDMARK AVE,LB522,M,W,18,9-18-2-27,FALSE REGISTRATION,38,M,W,4,2016
871,    C4278,2016-12-01,15:18:00,E 3RD ST & S DUNN ST,LB104,F,U,19,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,24,M,B,4,2016
872,    C4251,2016-11-21,15:53:00,N WALNUT GROVE AVE & E 14TH ST,LIU08,M,U,19,9-21-5-2(1),EXCEEDING URBAN SPEED LIMIT,24,M,B,4,2016
873,    C4250,2016-11-21,14:55:00,E 4TH ST & S INDIANA AVE,LIU14,F,W,60,9-21-8-32,DISREGARDING STOP SIGN,24,M,B,4,2016
874,    C4330,2016-12-23,21:57:00,2850 E 3RD ST; DICKS SPORTING GOODS,LB305,M,B,26,9-24-19-1,DRIVING WHILE SUSPENDED,29,M,W,4,2016
875,    C4246,2016-11-17,00:03:00,108 W 6TH ST; LOFT AT 106; KING DOUGH,LB101,M,W,20,14.09.030,NOISE VIOLATION,36,M,W,4,2016
876,    C4247,2016-11-17,00:03:00,108 W 6TH ST; LOFT AT 106; KING DOUGH,LB101,M,W,19,14.09.030,NOISE VIOLATION,36,M,W,4,2016
877,    C4234,2016-11-15,23:31:00,S CURRY PIKE & W CONSTITUTION AVE,LMS29,M,W,38,9-18-2-7,EXPIRED LICENSE PLATES,36,M,W,4,2016
878,    C4211,2016-11-06,23:10:00,W 3RD ST & S LANDMARK AVE,LB522,M,W,25,9-18-2-7,EXPIRED LICENSE PLATES,36,M,W,4,2016
879,    C4212,2016-11-06,22:38:00,S ROGERS ST & W KIRKWOOD AVE,LB101,F,W,20,9-18-2-7,EXPIRED LICENSE PLATES,36,M,W,4,2016
880,    C4097,2016-10-13,00:36:00,N CURRY PIKE & W VERNAL PIKE,LMN09,M,W,52,9-24-19-1,DRIVING WHILE SUSPENDED,36,M,W,4,2016
881,    C4275,2016-12-01,07:03:00,W 3RD ST & S KIMBLE DR,LB404,M,W,22,9-18-2-7,EXPIRED LICENSE PLATES,46,M,W,4,2016
882,    C4331,2016-12-27,00:46:00,N COLLEGE AVE & W 7TH ST,LB101,F,W,20,9-24-19-1,DRIVING WHILE SUSPENDED,29,F,W,4,2016
883,    C4182,2016-10-29,23:30:00,501 E 1ST ST,LB301,M,W,116,14.09.030,NOISE VIOLATION,30,M,W,4,2016
884,    C4169,2016-10-29,23:25:00,501 E 1ST ST,LB301,M,W,22,14.09.030,NOISE VIOLATION,30,M,W,4,2016
885,    C4168,2016-10-29,23:20:00,501 E 1ST ST,LB301,M,W,116,14.09.030,NOISE VIOLATION,30,M,W,4,2016
886,    C4141,2016-10-21,01:17:00,207 E 20TH ST,LB212,M,W,20,14.09.030,NOISE VIOLATION,30,M,W,4,2016
887,    C4139,2016-10-16,01:40:00,324 E 2ND ST; HISTORIC 324 E 2ND ST HOUSE,LB301,M,W,22,14.09.030,NOISE VIOLATION,30,M,W,4,2016
888,    C4408,2016-12-31,22:43:00,S COLLEGE MALL RD & E 3RD ST,LB305,F,U,24,9-21-8-21,TURNING AT INTERSECTIONS,33,M,W,4,2016
889,    C4281,2016-12-02,12:08:00,W VERNAL PIKE & N STATE ROAD 37 45,LB516,M,A,20,9-21-5-11,SPEED LIMIT WORKSITES,33,M,W,4,2016
890,    C4343,2016-12-31,16:08:00,S ROGERS ST & W WATSON ST,LB423,F,W,26,9-18-2-7,EXPIRED LICENSE PLATES,23,M,W,4,2016
891,    C4288,2016-12-06,16:43:00,S JORDAN AVE & E ATWATER AVE,LB303,F,W,45,9-18-2-7,EXPIRED LICENSE PLATES,23,M,W,4,2016
892,    C4258,2016-11-25,14:08:00,E 4TH ST & S DUNN ST,LB104,F,A,31,9-21-8-32,DISREGARDING STOP SIGN,23,M,W,4,2016
893,    C4245,2016-11-19,21:01:00,S HENDERSON ST & E 2ND ST,LB301,M,W,19,9-21-8-32,DISREGARDING STOP SIGN,23,M,W,4,2016
894,    C4237,2016-11-17,18:02:00,N PETE ELLIS DR & E 10TH ST,LIU11,F,W,50,9-21-8-14,FOLLOWING TOO CLOSELY,23,M,W,4,2016
895,    C4181,2016-10-31,20:13:00,E MOORES & S COLLEGE MALL,LB310,M,B,68,9-21-8-30,"FAILURE TO YIELD, LEFT TURN",23,M,W,4,2016
896,    C4137,2016-10-22,17:49:00,E MILLER DR & S HENDERSON ST,LB315,M,W,44,9-25-4-1,NO FINANCIAL RESPONSIBILITY,23,M,W,4,2016
897,    C4131,2016-10-22,17:31:00,E MILLER DR & S HENDERSON ST,LB315,F,W,29,9-25-4-1,NO FINANCIAL RESPONSIBILITY,23,M,W,4,2016
898,    C4125,2016-10-20,15:48:00,S HENDERSON ST & E NORTH DR,LB315,M,W,25,9-18-2-7,EXPIRED LICENSE PLATES,23,M,W,4,2016
