"name","pop","location"
"Goussainville","30047","https://www.google.com/maps/?q=49.0137,2.46595"
"Lomme","29892","https://www.google.com/maps/?q=50.6436,2.98715"
"Vierzon","29876","https://www.google.com/maps/?q=47.2167,2.08333"
"Saint-Medard-en-Jalles","29742","https://www.google.com/maps/?q=44.8969,-0.72136"
"Thiais","29724","https://www.google.com/maps/?q=48.765,2.3961"
"Carpentras","29709","https://www.google.com/maps/?q=44.05,5.05"
"L'Hay-les-Roses","29703","https://www.google.com/maps/?q=48.7833,2.33333"
"Menton","29649","https://www.google.com/maps/?q=43.7765,7.50435"
"Saint-Laurent-du-Var","29516","https://www.google.com/maps/?q=43.671,7.17606"
"Saintes","29512","https://www.google.com/maps/?q=45.75,-0.63333"
"Rochefort","29427","https://www.google.com/maps/?q=45.9333,-0.98333"
"Malakoff","29420","https://www.google.com/maps/?q=48.82,2.29998"
"Draveil","29316","https://www.google.com/maps/?q=48.6847,2.41418"
"Saint-Leu","29278","https://www.google.com/maps/?q=46.7306,4.50083"
"Saint-Sebastien-sur-Loire","29238","https://www.google.com/maps/?q=47.2077,-1.50332"
"Le Chesnay","29154","https://www.google.com/maps/?q=48.8222,2.12213"
"Tournefeuille","29124","https://www.google.com/maps/?q=43.5887,1.31922"
"Clichy-sous-Bois","29062","https://www.google.com/maps/?q=48.9102,2.55323"
"Chaumont","28981","https://www.google.com/maps/?q=48.1112,5.14134"
"Saint-Etienne-du-Rouvray","28953","https://www.google.com/maps/?q=49.3779,1.10467"
"Meyzieu","28929","https://www.google.com/maps/?q=45.7667,5"
"Yerres","28897","https://www.google.com/maps/?q=48.7178,2.49338"
"Montbeliard","28865","https://www.google.com/maps/?q=47.5167,6.8"
"Saint-Cloud","28839","https://www.google.com/maps/?q=48.846,2.20289"
"Sens","28700","https://www.google.com/maps/?q=48.2,3.28333"
"Laon","28688","https://www.google.com/maps/?q=49.5631,3.62714"
"Lambersart","28613","https://www.google.com/maps/?q=50.65,3.03333"
"Trappes","28367","https://www.google.com/maps/?q=48.7741,2.01781"
"Rodez","28337","https://www.google.com/maps/?q=44.3526,2.57338"
"Bergerac","28317","https://www.google.com/maps/?q=44.85,0.48333"
"Annemasse","28275","https://www.google.com/maps/?q=46.1944,6.23775"
"La Garde","28257","https://www.google.com/maps/?q=43.1228,6.00745"
"Ermont","28117","https://www.google.com/maps/?q=48.99,2.25804"
